OB04G34920.1	OB04G34930.1	55.618	356	147	3	66	410	1	356	1.10e-146	421 428 362
OB01G46680.1	OB11G12640.1	57.371	502	188	9	26	511	17	508	0.0	558 523 511
OB09G22430.1	OB12G19830.1	55.760	217	96	0	1	217	6	222	4.08e-78	237 267 272
OB02G21850.1	OB11G21040.1	51.095	1096	509	11	1	1076	1	1089	0.0	1055 1077 1089
OB03G16920.1	OB07G25870.1	57.519	532	215	5	8	537	22	544	0.0	620 538 545
OB10G18970.1	OB03G13900.1	71.429	140	39	1	16	155	19	157	3.29e-54	167 157 155
OB03G26410.1	OB10G22250.1	72.046	1041	284	3	107	1141	1	1040	0.0	1584 1146 1042
OB01G45900.1	OB03G22070.1	88.643	361	41	0	1	361	1	361	0.0	668 361 361
OB04G33030.1	OB11G26540.1	55.108	323	138	5	21	339	6	325	3.95e-125	361 339 325
OB09G11880.1	OB10G25640.1	55.221	498	218	2	17	514	20	512	0.0	595 518 518
OB02G14950.1	OB06G31380.1	81.217	378	71	0	14	391	1	378	0.0	669 391 378
OB07G21340.1	OB07G21360.1	63.147	483	159	6	4	482	2	469	1.62e-178	508 487 470
OB02G13280.1	OB06G24740.1	54.583	240	108	1	82	320	1	240	4.92e-92	274 337 245
OB01G35100.1	OB01G35140.1	54.741	791	335	13	24	799	23	805	0.0	887 801 807
OB02G20290.1	OB05G18620.1	60.000	225	87	3	52	275	25	247	1.03e-96	284 280 253
OB03G13900.1	OB04G12400.1	74.522	157	40	0	1	157	1	157	1.01e-86	250 157 157
OB02G45430.1	OB12G11290.1	53.535	297	131	6	54	349	69	359	2.06e-95	290 380 413
OB01G47830.1	OB08G10880.1	63.667	300	106	2	2	301	76	372	1.56e-146	416 301 372
OB02G34680.1	OB04G28710.1	61.521	447	140	6	8	425	140	583	2.45e-176	505 437 584
OB01G20560.1	OB03G45510.1	98.343	181	3	0	1	181	1	181	6.10e-134	371 181 181
OB06G10040.1	OB06G13040.1	52.997	317	147	1	79	393	21	337	2.36e-108	321 397 339
OB06G16380.1	OB10G14400.1	66.258	326	108	2	9	333	9	333	1.02e-158	449 379 364
OB05G10420.1	OB08G27890.1	53.917	217	85	3	9	218	8	216	6.96e-81	240 220 216
OB11G11490.1	OB12G11860.1	88.321	548	53	3	1	538	193	739	0.0	942 538 739
OB10G23520.1	OB10G23580.1	62.069	232	87	1	5	235	3	234	2.94e-99	291 235 323
OB05G24720.1	OB01G44010.1	51.986	277	126	5	13	287	11	282	1.89e-89	267 283 290
OB05G19340.1	OB05G26830.1	50.282	531	244	8	32	547	115	640	2.43e-160	471 567 646
OB05G35170.1	OB04G12210.1	89.764	254	26	0	1	254	1	254	1.20e-158	439 254 254
OB02G14060.1	OB06G32650.1	55.488	164	66	5	1	157	1	164	4.36e-50	157 157 164
OB11G11940.1	OB12G12250.1	96.927	358	9	1	2	359	3	358	0.0	718 359 358
OB02G22880.1	OB05G20710.1	87.500	192	24	0	1	192	1	192	1.19e-127	356 192 192
OB03G46750.1	OB03G46780.1	56.250	112	42	2	3	109	39	148	2.04e-33	112 110 148
OB06G15620.1	OB07G27800.1	79.648	796	159	1	5	797	10	805	0.0	1367 808 888
OB02G10250.1	OB04G13980.1	55.556	99	32	1	11	109	1	87	1.28e-32	109 113 95
OB05G34400.1	OB12G20390.1	53.595	306	139	2	69	371	10	315	2.62e-117	342 383 315
OB01G43370.1	OB11G21490.1	50.595	168	80	1	21	185	19	186	3.48e-55	174 215 200
OB06G30060.1	OB12G18050.1	52.802	464	201	7	46	495	56	515	3.58e-148	433 500 518
OB03G33000.1	OB07G24650.1	66.561	314	94	5	1	312	1	305	2.18e-150	423 312 305
OB01G22500.1	OB05G21050.1	70.732	984	265	11	1	963	5	986	0.0	1397 967 990
OB02G11420.1	OB05G30160.1	65.502	229	44	2	3	224	4	204	1.26e-106	305 225 215
OB04G24120.1	OB05G30480.1	55.621	169	74	1	4	172	2	169	2.28e-69	207 174 174
OB06G30070.1	OB12G18050.1	51.685	445	200	6	1	431	72	515	2.84e-135	397 432 518
OB03G10490.1	OB10G25280.1	57.447	235	93	2	37	265	39	272	2.97e-100	293 267 274
OB08G14130.1	OB10G16940.1	88.785	214	22	1	1	212	1	214	1.47e-143	398 214 217
OB02G12180.1	OB06G11020.1	71.739	184	51	1	1	184	1	183	9.41e-98	280 194 188
OB11G12700.1	OB12G13090.1	91.908	173	14	0	37	209	1	173	4.60e-119	334 209 173
OB01G49690.1	OB01G49700.1	54.925	599	226	16	8	577	15	598	0.0	558 580 599
OB02G41570.1	OB06G15820.1	52.459	488	183	12	1	447	1	480	7.28e-148	432 472 530
OB01G20560.1	OB01G43650.1	98.343	181	3	0	1	181	62	242	2.26e-134	374 181 242
OB10G25060.1	OB03G10330.1	52.273	132	54	3	1	123	1	132	6.12e-28	99.0 134 123
OB01G31780.1	OB07G22370.1	57.556	1383	560	8	87	1463	23	1384	0.0	1660 1463 1384
OB03G16720.1	OB04G21840.1	81.148	366	68	1	1	366	3	367	0.0	621 366 367
OB01G34290.1	OB06G13570.1	69.142	606	187	0	2	607	45	650	0.0	906 607 650
OB01G54990.1	OB05G11140.1	81.180	356	67	0	15	370	4	359	0.0	605 371 359
OB08G21650.1	OB09G14830.1	72.739	785	213	1	115	898	1	785	0.0	1197 901 787
OB08G21620.1	OB09G14740.1	88.968	281	31	0	1	281	51	331	0.0	523 284 335
OB04G22250.1	OB09G16750.1	94.118	119	7	0	1	119	1	119	1.59e-77	223 119 119
OB12G23250.1	OB12G23230.1	63.415	82	24	3	1	81	1	77	1.11e-14	62.0 77 81
OB02G37730.1	OB05G24930.1	50.913	438	200	8	38	462	2	437	6.41e-154	444 468 451
OB02G28660.1	OB05G25120.1	63.588	379	130	4	18	393	26	399	0.0	520 398 410
OB10G26280.1	OB10G26300.1	50.000	84	29	3	1	81	1	74	4.72e-11	52.8 82 76
OB01G12830.1	OB01G12820.1	72.526	768	157	7	1	724	13	770	0.0	1121 780 771
OB02G15010.1	OB06G31320.1	66.537	771	216	7	43	790	8	759	0.0	922 790 759
OB04G27880.1	OB02G33820.1	84.012	344	50	3	1	341	1	342	0.0	553 342 341
OB03G27340.1	OB07G30360.1	82.895	380	52	4	7	375	160	537	0.0	637 375 537
OB04G36020.1	OB05G10660.1	52.695	334	139	7	26	355	115	433	5.83e-114	341 460 435
OB06G35070.1	OB02G40630.1	66.970	439	127	7	3	436	2	427	0.0	591 427 454
OB07G10960.1	OB07G10970.1	70.000	520	142	9	1	510	1	516	0.0	672 512 526
OB04G16240.1	OB04G16280.1	59.961	512	199	4	29	537	33	541	0.0	623 537 541
OB11G19190.1	OB11G19140.1	65.546	476	152	5	1	475	1	465	0.0	648 465 475
OB05G26830.1	OB11G27940.1	94.900	647	29	3	3	646	4	649	0.0	1259 646 649
OB01G33630.1	OB01G34840.1	74.515	412	105	0	4	415	10	421	0.0	683 502 576
OB01G43810.1	OB05G28290.1	96.296	162	5	1	1	162	1	161	7.14e-110	308 162 161
OB02G33860.1	OB04G27970.1	56.667	120	45	2	1	120	10	122	2.63e-38	124 120 122
OB08G22430.1	OB09G15760.1	56.322	348	124	10	10	350	4	330	2.94e-114	334 356 333
OB02G38890.1	OB04G26690.1	70.370	216	62	2	62	276	25	239	2.01e-107	311 301 249
OB11G19150.1	OB11G19190.1	67.574	441	141	2	29	468	36	475	0.0	642 468 475
OB01G52590.1	OB05G28970.1	82.135	459	80	2	1	458	1	458	0.0	773 458 459
OB02G38630.1	OB03G38830.1	82.022	356	64	0	1	356	1	356	0.0	640 356 364
OB03G42110.1	OB07G10890.1	75.238	105	26	0	1	105	1	105	1.14e-45	142 105 105
OB12G19170.1	OB05G11010.1	75.410	122	27	1	6	124	12	133	4.49e-60	181 154 135
OB01G11600.1	OB01G33130.1	64.311	566	197	4	6	568	66	629	0.0	732 570 629
OB01G51680.1	OB01G51700.1	81.673	502	84	2	1	498	1	498	0.0	854 498 498
OB07G10740.1	OB07G10800.1	61.497	374	133	5	51	415	1	372	1.18e-155	446 445 398
OB02G33100.1	OB01G29280.1	63.205	443	155	2	45	482	77	516	0.0	600 516 482
OB07G14720.1	OB07G16260.1	57.660	359	134	7	1	345	40	394	3.60e-130	379 409 395
OB01G19820.1	OB05G13660.1	80.620	516	98	2	1	515	1	515	0.0	840 524 529
OB09G14730.1	OB12G11290.1	66.343	309	99	3	59	366	57	361	3.64e-149	429 435 413
OB08G20960.1	OB09G13600.1	82.906	351	53	2	14	364	15	358	0.0	607 410 360
OB03G43850.1	OB07G13260.1	98.026	152	3	0	1	152	1	152	1.36e-112	315 152 152
OB07G20100.1	OB03G12590.1	59.144	257	94	2	25	280	24	270	1.11e-109	317 270 280
OB12G23160.1	OB03G22520.1	88.550	655	67	3	1	649	1	653	0.0	1189 653 649
OB01G54000.1	OB02G27620.1	87.195	164	20	1	2	165	5	167	6.48e-97	276 165 167
OB01G38870.1	OB05G27170.1	56.373	761	302	6	3	752	33	774	0.0	866 752 774
OB03G28080.1	OB07G29300.1	56.970	330	127	7	1	330	1	315	1.16e-122	354 331 315
OB03G10300.1	OB10G24830.1	61.508	252	85	4	65	313	25	267	1.85e-109	318 315 268
OB11G11110.1	OB06G28440.1	52.174	207	69	3	1	195	33	221	1.64e-62	192 221 195
OB06G24470.1	OB06G24510.1	50.000	198	84	2	69	263	2	187	1.13e-57	182 264 190
OB05G30480.1	OB06G25800.1	57.738	168	70	1	2	168	4	171	2.36e-71	212 174 173
OB04G17660.1	OB05G10280.1	60.606	66	26	0	1	66	1	66	8.36e-28	94.4 69 69
OB06G21890.1	OB01G18730.1	51.460	548	237	7	33	567	27	558	0.0	569 559 568
OB07G31780.1	OB01G40550.1	50.670	448	182	6	4	433	8	434	8.26e-161	461 455 444
OB10G20600.1	OB03G10760.1	87.574	845	95	7	1	841	1	839	0.0	1534 839 841
OB01G44900.1	OB05G11970.1	56.164	292	104	4	8	298	9	277	2.40e-100	298 380 278
OB01G34550.1	OB02G20010.1	56.328	403	172	3	4	402	6	408	3.69e-174	491 402 408
OB11G19370.1	OB11G19430.1	61.616	594	220	6	1	591	1	589	0.0	695 660 639
OB03G46310.1	OB09G12340.1	62.617	214	75	2	5	213	10	223	6.04e-96	278 215 226
OB02G44970.1	OB05G19240.1	78.235	170	36	1	6	174	11	180	2.83e-96	275 174 180
OB01G11590.1	OB01G11570.1	52.813	551	231	10	40	570	45	586	0.0	532 586 571
OB02G13960.1	OB05G20410.1	59.395	463	173	3	1	462	3	451	0.0	564 481 456
OB07G31780.1	OB01G40560.1	51.090	413	156	5	58	428	5	413	2.68e-143	415 427 444
OB07G28290.1	OB07G28400.1	50.649	154	64	4	41	185	1	151	1.40e-40	134 186 152
OB11G10760.1	OB12G11030.1	98.966	290	2	1	1	289	1	290	0.0	582 316 393
OB11G13300.1	OB07G31840.1	57.368	190	65	5	49	227	3	187	3.10e-61	191 226 230
OB03G28930.1	OB07G20540.1	54.167	288	111	4	14	288	70	349	7.48e-102	301 293 368
OB04G21570.1	OB03G29550.1	60.976	410	139	3	55	446	35	441	0.0	518 448 453
OB03G28240.1	OB06G15440.1	52.930	512	205	8	17	520	25	508	4.21e-180	515 521 508
OB01G38620.1	OB12G15060.1	53.282	518	208	8	42	538	22	526	0.0	530 577 622
OB01G35100.1	OB01G35170.1	54.810	790	339	3	6	795	2	773	0.0	898 801 773
OB06G34780.1	OB06G25340.1	55.161	310	135	1	40	345	27	336	1.55e-114	336 341 377
OB02G16220.1	OB06G19850.1	68.100	442	138	2	17	458	7	445	0.0	607 459 449
OB08G26460.1	OB08G27440.1	91.470	551	7	1	64	614	149	659	0.0	849 614 659
OB01G14140.1	OB05G20380.1	84.706	85	5	1	6	82	3	87	6.47e-39	123 82 87
OB03G13190.1	OB03G13210.1	67.059	510	157	6	1	505	1	504	0.0	699 509 507
OB01G35110.1	OB01G35170.1	57.588	738	298	4	1	723	2	739	0.0	881 725 773
OB04G21330.1	OB04G21390.1	75.000	448	105	2	19	464	24	466	0.0	708 484 506
OB04G14410.1	OB11G26180.1	54.955	222	82	4	56	277	5	208	8.67e-76	229 286 209
OB01G47700.1	OB05G25230.1	84.199	443	69	1	112	553	2	444	0.0	790 553 444
OB08G19480.1	OB09G12180.1	70.574	418	111	7	9	420	30	441	0.0	550 459 444
OB01G13500.1	OB03G22840.1	50.718	627	277	8	1	625	55	651	0.0	568 637 675
OB08G29930.1	OB08G29950.1	64.609	243	82	1	1	239	1	243	5.88e-105	303 239 243
OB02G39270.1	OB03G14280.1	58.654	208	82	3	1	207	40	244	1.53e-79	237 212 251
OB06G25530.1	OB06G25630.1	53.472	288	129	5	90	375	108	392	3.82e-96	291 376 393
OB03G19800.1	OB05G21510.1	76.119	134	25	2	1	127	1	134	1.81e-68	202 129 140
OB06G13610.1	OB06G13620.1	75.262	954	235	1	1	954	1	953	0.0	1463 954 953
OB02G15080.1	OB05G33800.1	61.438	306	112	4	8	310	14	316	5.81e-135	385 313 316
OB01G23660.1	OB05G13830.1	64.957	234	55	4	38	250	3	230	2.88e-95	279 262 241
OB06G13470.1	OB06G23780.1	50.292	171	81	2	7	174	6	175	5.53e-53	166 177 176
OB03G38630.1	OB04G22420.1	87.200	250	32	0	5	254	6	255	4.75e-161	446 260 262
OB11G20680.1	OB12G19010.1	84.578	830	121	3	150	976	1	826	0.0	1476 976 826
OB07G17560.1	OB07G17640.1	58.228	79	30	2	24	100	27	104	8.19e-28	96.7 100 105
OB08G29840.1	OB08G29910.1	81.373	204	38	0	1	204	1	204	1.77e-106	306 231 235
OB04G28220.1	OB12G26270.1	56.204	137	60	0	2	138	8	144	1.12e-61	185 139 145
OB02G15440.1	OB02G43540.1	52.885	312	145	2	5	316	23	332	2.52e-116	340 344 344
OB05G26520.1	OB07G20360.1	54.937	395	166	4	76	469	72	455	7.46e-147	430 554 470
OB08G28960.1	OB09G23110.1	71.681	565	144	3	1	550	1	564	0.0	727 731 781
OB05G14370.1	OB10G20560.1	65.257	331	109	1	5	329	28	358	3.47e-152	432 354 385
OB11G12780.1	OB11G12790.1	80.808	495	93	2	2	496	61	553	0.0	823 500 557
OB02G17480.1	OB06G25940.1	60.082	1463	534	12	30	1448	34	1490	0.0	1773 1448 1490
OB05G29180.1	OB08G19320.1	87.826	115	14	0	1	115	19	133	4.58e-74	215 115 133
OB01G23420.1	OB03G28090.1	50.340	294	129	7	25	310	65	349	1.69e-76	238 345 349
OB05G16690.1	OB06G24670.1	56.836	373	155	3	82	450	78	448	6.91e-163	466 452 451
OB01G54790.1	OB03G46160.1	68.828	401	117	3	1	395	6	404	0.0	565 420 428
OB07G32440.1	OB04G33590.1	53.199	297	129	5	43	334	101	392	1.95e-104	311 396 334
OB04G31170.1	OB08G16970.1	54.201	369	144	10	1	365	1	348	5.25e-110	325 369 353
OB05G26680.1	OB09G26830.1	77.612	134	23	1	2	135	34	160	6.03e-71	209 141 162
OB11G22870.1	OB11G23420.1	92.308	104	8	0	22	125	2	105	4.54e-71	208 147 106
OB01G21690.1	OB08G15220.1	53.769	199	85	4	22	213	24	222	8.01e-66	202 216 222
OB06G13040.1	OB12G26200.1	54.747	316	141	1	22	337	93	406	9.79e-111	327 339 410
OB11G11560.1	OB12G11910.1	99.398	665	4	0	1	665	1	665	0.0	1370 665 665
OB02G14150.1	OB02G28660.1	61.042	403	145	7	5	403	2	396	1.04e-177	500 405 398
OB09G24600.1	OB07G19030.1	64.360	289	80	4	5	288	3	273	5.70e-127	362 273 291
OB05G22210.1	OB12G10290.1	78.490	437	92	1	1	437	1	435	0.0	733 439 437
OB11G24300.1	OB11G24320.1	89.437	142	15	0	1	142	1	142	2.47e-92	263 142 142
OB01G40350.1	OB05G33200.1	57.396	338	128	8	1	329	1	331	3.15e-124	359 331 335
OB10G17960.1	OB02G15060.1	53.340	958	426	7	102	1041	125	1079	0.0	954 1088 1049
OB01G15810.1	OB08G23510.1	50.843	415	183	5	89	488	151	559	2.62e-136	405 534 560
OB01G49290.1	OB09G22860.1	76.836	354	75	4	5	357	3	350	0.0	535 369 361
OB03G25780.1	OB05G28240.1	57.423	714	287	13	3	709	44	747	0.0	803 786 975
OB04G33350.1	OB05G29450.1	55.556	333	139	4	54	377	101	433	6.87e-120	353 377 433
OB10G23600.1	OB10G23630.1	53.247	231	88	3	8	219	7	236	2.45e-61	192 234 249
OB01G17510.1	OB04G24120.1	63.793	174	60	1	1	174	1	171	1.21e-84	246 175 174
OB02G33150.1	OB04G27150.1	70.000	950	186	11	1	863	1	938	0.0	1267 868 941
OB02G18020.1	OB06G26610.1	86.842	418	53	1	1	418	1	416	0.0	731 418 416
OB03G47580.1	OB05G16370.1	71.279	383	107	2	37	417	9	390	0.0	593 424 399
OB03G32600.1	OB03G32640.1	65.274	383	96	1	4	386	1	346	1.29e-158	455 437 465
OB05G34920.1	OB07G12880.1	64.889	450	156	2	2	450	85	533	0.0	630 460 553
OB02G32130.1	OB03G10750.1	70.909	220	44	1	19	218	12	231	8.25e-110	315 244 231
OB05G27250.1	OB10G24260.1	50.000	422	205	3	26	444	101	519	3.30e-156	453 473 536
OB08G26510.1	OB09G26270.1	50.645	620	251	11	167	757	37	630	0.0	533 757 630
OB01G38970.1	OB01G38960.1	52.495	461	211	3	11	467	167	623	3.37e-164	477 626 471
OB02G32420.1	OB04G27320.1	57.576	627	244	6	1	621	9	619	0.0	724 634 621
OB06G18790.1	OB04G21130.1	57.917	720	289	3	32	745	7	718	0.0	861 722 847
OB06G13040.1	OB06G26270.1	72.485	338	92	1	3	339	4	341	0.0	529 339 341
OB04G21880.1	OB04G21910.1	59.332	509	198	5	1	508	1	501	0.0	576 524 508
OB03G30100.1	OB06G16010.1	65.517	319	110	0	62	380	37	355	3.55e-147	426 455 427
OB07G10740.1	OB07G10720.1	82.082	413	71	2	21	432	41	451	0.0	683 468 445
OB12G23550.1	OB12G23560.1	76.599	594	128	4	22	610	33	620	0.0	966 610 620
OB01G25840.1	OB06G28930.1	58.678	242	79	7	92	324	23	252	5.75e-72	223 324 252
OB01G44840.1	OB02G27670.1	66.362	437	143	3	1	434	39	474	0.0	588 563 479
OB01G52550.1	OB12G24160.1	62.549	1012	368	6	17	1021	12	1019	0.0	1252 1042 1020
OB12G17700.1	OB08G10520.1	56.133	481	197	6	73	553	51	517	0.0	541 523 563
OB03G44290.1	OB03G44300.1	63.469	271	85	1	14	270	1	271	2.00e-124	354 271 272
OB01G31750.1	OB02G37630.1	68.000	450	126	7	27	473	39	473	0.0	579 473 473
OB03G28620.1	OB06G11630.1	58.691	489	193	5	123	605	126	611	0.0	624 611 612
OB03G44940.1	OB03G44970.1	76.486	387	54	2	9	395	2	351	0.0	580 395 351
OB04G12300.1	OB08G19560.1	51.989	352	149	6	39	381	5	345	4.09e-122	357 400 355
OB02G20180.1	OB06G24060.1	76.068	234	52	1	3	232	29	262	1.65e-124	352 232 262
OB10G23260.1	OB04G29220.1	60.777	283	98	3	3	273	21	302	2.90e-124	355 305 280
OB01G48550.1	OB05G24710.1	88.608	395	41	1	1	391	21	415	0.0	738 391 415
OB01G25050.1	OB09G22570.1	50.973	565	276	1	1	565	12	575	0.0	590 565 575
OB09G26340.1	OB08G30090.1	64.450	737	188	14	1	697	1	703	0.0	857 703 697
OB07G11480.1	OB07G11490.1	100.000	127	0	0	2	128	37	163	4.48e-93	265 128 163
OB03G15030.1	OB10G17560.1	100.000	65	0	0	1	65	23	87	4.21e-41	128 65 87
OB08G20800.1	OB09G15730.1	57.553	523	215	4	95	612	8	528	0.0	623 614 530
OB11G10280.1	OB12G10580.1	97.596	416	6	1	1	416	91	502	0.0	834 416 502
OB10G10960.1	OB10G12530.1	76.855	337	77	1	1	336	65	401	0.0	535 336 401
OB02G27700.1	OB10G25930.1	73.636	330	78	2	2	325	3	329	0.0	508 371 337
OB02G24610.1	OB04G16120.1	54.545	462	206	4	42	500	26	486	0.0	518 501 486
OB03G17460.1	OB12G21110.1	72.136	323	90	0	103	425	25	347	4.10e-157	446 425 347
OB03G10330.1	OB04G19740.1	57.658	111	40	3	25	132	3	109	8.07e-34	113 134 109
OB11G27740.1	OB11G27800.1	51.211	289	124	9	8	287	3	283	3.09e-84	254 291 291
OB10G17230.1	OB11G24630.1	63.548	310	108	3	24	329	128	436	2.82e-147	421 329 436
OB09G15400.1	OB02G38110.1	72.910	299	80	1	16	313	6	304	2.81e-149	421 304 313
OB06G25820.1	OB01G38820.1	52.121	165	67	2	5	169	19	171	3.77e-52	165 234 169
OB03G29410.1	OB03G29420.1	96.454	141	5	0	1	141	1	141	2.87e-99	280 141 141
OB04G20210.1	OB10G25930.1	71.848	341	88	2	2	342	3	335	0.0	511 358 337
OB01G16900.1	OB01G40450.1	75.783	958	230	2	60	1017	11	966	0.0	1500 1017 966
OB08G15290.1	OB08G15270.1	83.186	226	36	1	6	231	2	225	3.67e-133	373 225 231
OB01G21440.1	OB12G12160.1	54.435	496	189	3	16	480	11	500	0.0	525 481 502
OB01G36430.1	OB03G44910.1	56.478	301	130	1	3	303	9	308	2.16e-128	367 303 308
OB04G28380.1	OB04G28350.1	88.475	590	43	9	1	576	1	579	0.0	1009 581 577
OB06G27690.1	OB11G26450.1	65.385	416	134	5	1	411	1	411	0.0	553 424 420
OB03G45580.1	OB03G45590.1	53.416	161	23	2	4	164	9	117	4.27e-43	138 165 118
OB08G15180.1	OB08G15250.1	74.236	229	53	3	1	228	1	224	9.65e-115	326 229 225
OB09G11680.1	OB05G30930.1	62.528	886	307	14	1	870	14	890	0.0	1056 951 912
OB10G21680.1	OB11G10340.1	57.143	532	187	9	40	547	1	515	0.0	580 547 516
OB04G31470.1	OB06G34000.1	61.713	397	117	4	20	382	3	398	1.62e-178	501 382 398
