family_id	chr	gene1	gene2	spacers
4	2	Os02t0242900-00	Os02t0243300-01	0
4	2	Os02t0755500-01	Os02t0755600-01	0
4	2	Os02t0755600-01	Os02t0755900-01	0
5	1	Os01t0227500-01	Os01t0227700-01	0
5	1	Os01t0227700-01	Os01t0227800-01	0
5	1	Os01t0957600-01	Os01t0957800-01	0
5	6	Os06t0500700-01	Os06t0501900-01	0
5	6	Os06t0639800-01	Os06t0640100-00	0
5	8	Os08t0105600-00	Os08t0105700-01	0
5	8	Os08t0105700-01	Os08t0105800-01	0
5	8	Os08t0507000-00	Os08t0507100-00	0
5	8	Os08t0507702-01	Os08t0508000-01	0
5	9	Os09t0441400-01	Os09t0441600-00	0
5	9	Os09t0447300-01	Os09t0447500-01	0
5	3	Os03t0760200-01	Os03t0760300-01	0
5	3	Os03t0760300-01	Os03t0760500-01	0
5	2	Os02t0184900-01	Os02t0185200-01	0
5	2	Os02t0185200-01	Os02t0185300-01	0
5	2	Os02t0185400-01	Os02t0185500-00	0
5	2	Os02t0185900-01	Os02t0186100-01	0
5	2	Os02t0186100-01	Os02t0186200-00	0
5	2	Os02t0186800-00	Os02t0186900-01	0
5	2	Os02t0186900-01	Os02t0187000-00	0
5	2	Os02t0569000-01	Os02t0569400-01	0
5	10	Os10t0166600-01	Os10t0167200-00	0
5	10	Os10t0439700-00	Os10t0439800-00	0
5	12	Os12t0582666-00	Os12t0582700-01	0
6	6	Os06t0546500-01	Os06t0547100-00	0
6	6	Os06t0547100-00	Os06t0547400-01	0
6	7	Os07t0156200-00	Os07t0156467-00	0
6	7	Os07t0676900-01	Os07t0677100-01	0
6	7	Os07t0677100-01	Os07t0677200-01	0
6	7	Os07t0677400-00	Os07t0677500-00	0
6	7	Os07t0677500-00	Os07t0677600-01	0
6	2	Os02t0236600-01	Os02t0236800-01	0
6	2	Os02t0240100-01	Os02t0240300-01	0
6	3	Os03t0234900-01	Os03t0235000-01	0
6	3	Os03t0339300-02	Os03t0339400-01	0
6	1	Os01t0263000-00	Os01t0263300-01	0
6	1	Os01t0294500-00	Os01t0294700-01	0
6	4	Os04t0688200-01	Os04t0688300-01	0
6	4	Os04t0688300-01	Os04t0688500-01	0
6	4	Os04t0688500-01	Os04t0688600-01	0
6	4	Os04t0688600-01	Os04t0689000-01	0
6	5	Os05t0134400-02	Os05t0134700-01	0
6	5	Os05t0134800-00	Os05t0135000-01	0
6	5	Os05t0499300-01	Os05t0499400-01	0
7	6	Os06t0286500-01	Os06t0286700-00	0
7	6	Os06t0287000-00	Os06t0287200-00	0
7	11	Os11t0237900-00	Os11t0238000-00	0
8	1	Os01t0761400-01	Os01t0761500-01	0
8	1	Os01t0871500-01	Os01t0871600-01	0
8	1	Os01t0871600-01	Os01t0871700-00	0
8	1	Os01t0871900-00	Os01t0872000-01	0
8	1	Os01t0872000-01	Os01t0872100-01	0
8	3	Os03t0235700-01	Os03t0235900-01	0
8	12	Os12t0638200-01	Os12t0638300-01	0
8	4	Os04t0491200-00	Os04t0491350-00	0
8	4	Os04t0491350-00	Os04t0491500-02	0
8	5	Os05t0410900-02	Os05t0411100-00	0
9	6	Os06t0176300-00	Os06t0176500-00	0
9	6	Os06t0177600-00	Os06t0177700-00	0
9	5	Os05t0149300-00	Os05t0149400-01	0
9	1	Os01t0351800-01	Os01t0352100-01	0
9	9	Os09t0353700-00	Os09t0354100-00	0
9	7	Os07t0169600-01	Os07t0169700-01	0
10	4	Os04t0632901-00	Os04t0633200-00	0
10	4	Os04t0633600-00	Os04t0633800-00	0
10	4	Os04t0634000-01	Os04t0634400-00	0
10	1	Os01t0223800-00	Os01t0223900-01	0
10	1	Os01t0223900-01	Os01t0224000-00	0
10	9	Os09t0551201-00	Os09t0551251-00	0
10	9	Os09t0551400-00	Os09t0551500-00	0
10	5	Os05t0165900-01	Os05t0166300-01	0
10	5	Os05t0166600-00	Os05t0166900-00	0
11	3	Os03t0772600-01	Os03t0772700-00	0
11	7	Os07t0129800-00	Os07t0129900-00	0
11	7	Os07t0130100-01	Os07t0130200-01	0
11	7	Os07t0130200-01	Os07t0130400-01	0
11	7	Os07t0131375-00	Os07t0131500-00	0
11	7	Os07t0283050-00	Os07t0283125-00	0
11	9	Os09t0268000-00	Os09t0268100-00	0
11	10	Os10t0441900-01	Os10t0442000-01	0
11	4	Os04t0109100-01	Os04t0109400-00	0
11	4	Os04t0140666-01	Os04t0141400-01	0
11	4	Os04t0531400-01	Os04t0531500-01	0
11	8	Os08t0123900-00	Os08t0124000-02	0
12	10	Os10t0497300-01	Os10t0497366-00	0
12	10	Os10t0497366-00	Os10t0497432-01	0
12	8	Os08t0107700-01	Os08t0107800-01	0
13	8	Os08t0128700-01	Os08t0128900-00	0
13	8	Os08t0129300-00	Os08t0129400-00	0
13	8	Os08t0226800-00	Os08t0227100-01	0
13	8	Os08t0227100-01	Os08t0227200-02	0
13	8	Os08t0227200-02	Os08t0227400-00	0
13	8	Os08t0406500-01	Os08t0406600-01	0
13	8	Os08t0516200-00	Os08t0516500-00	0
13	8	Os08t0516500-00	Os08t0516550-00	0
13	8	Os08t0522700-00	Os08t0523000-00	0
13	8	Os08t0523000-00	Os08t0523100-00	0
13	8	Os08t0523100-00	Os08t0523200-00	0
13	8	Os08t0523200-00	Os08t0523400-00	0
13	8	Os08t0523700-00	Os08t0523850-00	0
13	10	Os10t0423300-00	Os10t0423400-00	0
13	10	Os10t0423800-00	Os10t0423900-00	0
13	10	Os10t0425400-01	Os10t0425700-00	0
13	10	Os10t0425700-00	Os10t0425900-01	0
13	10	Os10t0428900-00	Os10t0429200-00	0
13	10	Os10t0429200-00	Os10t0429300-00	0
13	10	Os10t0429300-00	Os10t0429600-00	0
13	10	Os10t0434000-00	Os10t0434200-00	0
13	10	Os10t0435400-01	Os10t0435900-00	0
13	10	Os10t0435900-00	Os10t0436100-00	0
13	6	Os06t0668300-00	Os06t0668400-01	0
13	4	Os04t0625400-00	Os04t0625500-00	0
13	4	Os04t0625500-00	Os04t0625600-01	0
13	2	Os02t0309200-00	Os02t0309500-00	0
13	2	Os02t0310500-00	Os02t0311150-00	0
14	7	Os07t0678300-01	Os07t0678600-01	0
14	1	Os01t0759200-01	Os01t0759400-02	0
15	1	Os01t0364100-00	Os01t0364400-00	0
15	11	Os11t0691280-00	Os11t0691300-00	0
15	4	Os04t0368000-01	Os04t0368300-00	0
15	4	Os04t0368300-00	Os04t0368800-00	0
15	4	Os04t0598600-00	Os04t0598800-01	0
15	4	Os04t0598800-01	Os04t0598900-01	0
15	9	Os09t0561450-00	Os09t0561500-01	0
15	9	Os09t0561500-01	Os09t0561600-01	0
15	12	Os12t0615000-00	Os12t0615100-01	0
16	1	Os01t0940700-02	Os01t0940800-01	0
16	1	Os01t0940800-01	Os01t0941200-01	0
16	1	Os01t0941200-01	Os01t0941500-00	0
16	1	Os01t0944500-00	Os01t0944700-01	0
16	1	Os01t0944700-01	Os01t0944800-00	0
17	3	Os03t0317300-01	Os03t0317900-00	0
17	10	Os10t0537800-01	Os10t0538200-01	0
17	2	Os02t0720500-01	Os02t0720600-01	0
17	7	Os07t0533300-00	Os07t0533600-01	0
17	7	Os07t0533600-01	Os07t0533800-01	0
18	10	Os10t0155900-00	Os10t0156200-00	0
18	12	Os12t0427000-00	Os12t0427100-00	0
18	12	Os12t0427100-00	Os12t0427450-00	0
19	4	Os04t0127200-02	Os04t0127300-01	0
19	4	Os04t0558900-01	Os04t0559000-00	0
19	2	Os02t0270800-00	Os02t0270900-00	0
19	2	Os02t0270900-00	Os02t0271000-01	0
19	2	Os02t0271000-01	Os02t0271600-00	0
19	1	Os01t0795100-00	Os01t0795200-01	0
19	1	Os01t0868800-00	Os01t0868900-01	0
20	1	Os01t0214600-01	Os01t0214800-01	0
20	1	Os01t0216400-00	Os01t0216500-00	0
20	1	Os01t0223000-01	Os01t0223200-01	0
20	10	Os10t0393700-00	Os10t0393800-01	0
20	5	Os05t0506500-00	Os05t0506600-00	0
20	5	Os05t0506600-00	Os05t0506800-01	0
21	8	Os08t0137800-01	Os08t0137900-01	0
21	8	Os08t0137900-01	Os08t0138100-00	0
21	8	Os08t0138100-00	Os08t0138200-00	0
21	8	Os08t0138200-00	Os08t0138400-00	0
21	8	Os08t0482600-01	Os08t0482700-01	0
21	3	Os03t0791300-00	Os03t0791366-00	0
21	4	Os04t0545400-00	Os04t0545600-01	0
23	5	Os05t0105100-01	Os05t0105200-01	0
24	8	Os08t0474866-00	Os08t0475000-00	0
24	8	Os08t0475000-00	Os08t0475100-01	0
24	8	Os08t0475100-01	Os08t0475400-02	0
24	7	Os07t0162500-02	Os07t0162600-02	0
24	7	Os07t0162600-02	Os07t0162700-01	0
24	7	Os07t0162700-01	Os07t0162900-01	0
24	7	Os07t0643000-01	Os07t0643100-01	0
24	7	Os07t0643100-01	Os07t0643400-01	0
24	9	Os09t0455500-01	Os09t0455900-01	0
24	9	Os09t0460400-01	Os09t0460500-00	0
24	9	Os09t0460500-00	Os09t0460700-01	0
24	9	Os09t0460700-01	Os09t0461500-01	0
24	9	Os09t0461500-01	Os09t0461700-01	0
24	9	Os09t0461700-01	Os09t0461900-01	0
24	9	Os09t0462100-01	Os09t0462200-01	0
24	6	Os06t0214300-01	Os06t0214800-01	0
25	3	Os03t0580200-01	Os03t0580800-01	0
25	2	Os02t0189200-01	Os02t0189300-01	0
25	2	Os02t0291600-01	Os02t0292600-01	0
25	2	Os02t0668900-00	Os02t0669000-01	0
26	10	Os10t0133600-01	Os10t0133800-00	0
26	10	Os10t0133800-00	Os10t0134033-00	0
26	10	Os10t0134700-00	Os10t0134800-00	0
26	10	Os10t0134800-00	Os10t0134900-00	0
26	10	Os10t0134900-00	Os10t0135100-00	0
26	7	Os07t0116800-00	Os07t0116900-01	0
26	7	Os07t0116900-01	Os07t0117000-01	0
26	7	Os07t0117000-01	Os07t0117200-00	0
26	7	Os07t0117200-00	Os07t0117300-00	0
26	7	Os07t0117300-00	Os07t0117350-00	0
26	7	Os07t0117350-00	Os07t0117400-01	0
26	7	Os07t0117400-01	Os07t0117600-00	0
26	7	Os07t0117600-00	Os07t0117800-00	0
26	7	Os07t0117800-00	Os07t0117900-00	0
26	7	Os07t0117900-00	Os07t0118000-00	0
26	1	Os01t0720900-00	Os01t0721000-01	0
26	1	Os01t0721200-00	Os01t0721300-00	0
26	1	Os01t0721300-00	Os01t0721400-01	0
26	1	Os01t0721400-01	Os01t0721500-01	0
26	5	Os05t0533200-00	Os05t0533301-00	0
26	5	Os05t0533301-00	Os05t0533400-01	0
26	5	Os05t0533400-01	Os05t0533450-00	0
26	11	Os11t0160900-00	Os11t0161000-01	0
26	11	Os11t0161000-01	Os11t0161100-01	0
26	11	Os11t0161100-01	Os11t0161133-00	0
27	1	Os01t0949700-01	Os01t0949750-00	0
27	1	Os01t0949750-00	Os01t0949800-01	0
27	10	Os10t0525500-01	Os10t0525800-00	0
27	10	Os10t0525800-00	Os10t0527400-01	0
27	10	Os10t0527400-01	Os10t0527601-00	0
27	10	Os10t0527601-00	Os10t0527800-01	0
27	10	Os10t0528200-01	Os10t0528300-01	0
27	10	Os10t0528300-01	Os10t0528400-01	0
27	10	Os10t0528900-01	Os10t0529300-01	0
27	10	Os10t0529300-01	Os10t0529400-01	0
27	10	Os10t0529700-01	Os10t0529800-00	0
27	10	Os10t0529800-00	Os10t0530200-01	0
27	10	Os10t0530200-01	Os10t0530300-00	0
27	10	Os10t0530300-00	Os10t0530400-01	0
27	10	Os10t0530400-01	Os10t0530500-01	0
27	10	Os10t0530500-01	Os10t0530600-01	0
28	8	Os08t0283000-00	Os08t0283300-00	0
28	8	Os08t0283300-00	Os08t0283600-00	0
28	8	Os08t0283600-00	Os08t0283900-00	0
28	8	Os08t0283900-00	Os08t0284200-00	0
28	8	Os08t0284200-00	Os08t0284500-00	0
28	7	Os07t0257600-00	Os07t0257800-00	0
29	7	Os07t0540800-00	Os07t0541000-01	0
29	7	Os07t0541000-01	Os07t0541200-00	0
29	7	Os07t0541200-00	Os07t0541400-01	0
29	7	Os07t0541400-01	Os07t0541500-01	0
29	7	Os07t0542400-01	Os07t0542600-01	0
29	7	Os07t0628700-01	Os07t0628900-01	0
30	9	Os09t0568500-01	Os09t0568600-00	0
30	9	Os09t0568600-00	Os09t0568700-01	0
30	8	Os08t0188900-01	Os08t0189100-01	0
30	8	Os08t0189100-01	Os08t0189200-01	0
30	8	Os08t0189200-01	Os08t0189300-01	0
30	8	Os08t0189300-01	Os08t0189400-01	0
30	8	Os08t0189400-01	Os08t0189500-01	0
30	8	Os08t0189500-01	Os08t0189600-01	0
30	8	Os08t0189600-01	Os08t0189700-01	0
30	8	Os08t0189700-01	Os08t0189850-01	0
30	8	Os08t0189850-01	Os08t0189900-01	0
30	8	Os08t0189900-01	Os08t0190100-01	0
30	8	Os08t0459700-00	Os08t0460000-01	0
30	12	Os12t0154700-01	Os12t0154800-01	0
30	12	Os12t0154800-01	Os12t0154900-00	0
30	12	Os12t0154900-00	Os12t0155000-01	0
30	3	Os03t0693700-01	Os03t0693800-00	0
30	3	Os03t0693800-00	Os03t0693900-00	0
30	3	Os03t0693900-00	Os03t0694000-01	0
30	3	Os03t0804500-01	Os03t0804600-00	0
30	3	Os03t0804600-00	Os03t0804700-00	0
30	1	Os01t0952000-02	Os01t0952100-00	0
30	2	Os02t0491600-00	Os02t0491700-00	0
30	2	Os02t0491700-00	Os02t0491800-00	0
31	1	Os01t0359600-00	Os01t0359800-00	0
31	11	Os11t0493100-00	Os11t0494100-00	0
31	3	Os03t0848700-01	Os03t0849500-00	0
31	7	Os07t0273600-01	Os07t0273700-00	0
31	7	Os07t0273700-00	Os07t0273900-01	0
32	5	Os05t0491000-01	Os05t0491100-01	0
32	1	Os01t0955100-01	Os01t0955400-00	0
32	1	Os01t0955400-00	Os01t0955500-00	0
33	4	Os04t0630100-01	Os04t0630300-01	0
33	4	Os04t0630300-01	Os04t0630400-01	0
33	1	Os01t0283600-00	Os01t0283700-01	0
33	9	Os09t0491788-01	Os09t0491822-00	0
33	9	Os09t0491820-01	Os09t0491852-01	0
33	6	Os06t0623300-01	Os06t0623600-01	0
34	10	Os10t0105850-00	Os10t0105900-00	0
35	12	Os12t0206800-00	Os12t0207000-01	0
35	8	Os08t0531700-01	Os08t0531900-01	0
36	6	Os06t0109200-01	Os06t0109300-01	0
36	2	Os02t0103500-00	Os02t0103600-01	0
36	10	Os10t0198900-00	Os10t0199500-01	0
36	1	Os01t0207700-00	Os01t0207900-00	0
36	9	Os09t0426200-00	Os09t0426500-01	0
36	7	Os07t0524900-01	Os07t0525100-01	0
37	3	Os03t0570800-01	Os03t0571700-01	0
37	10	Os10t0344900-01	Os10t0345100-01	0
38	11	Os11t0431100-00	Os11t0431400-00	0
38	11	Os11t0431400-00	Os11t0431700-01	0
38	3	Os03t0386700-00	Os03t0386800-01	0
39	1	Os01t0891601-01	Os01t0891700-01	0
39	1	Os01t0891700-01	Os01t0892300-01	0
39	2	Os02t0157000-00	Os02t0157100-00	0
39	2	Os02t0614966-00	Os02t0615400-00	0
39	11	Os11t0514400-00	Os11t0514500-01	0
39	11	Os11t0514500-01	Os11t0514700-00	0
41	8	Os08t0151900-00	Os08t0152000-01	0
41	8	Os08t0152000-01	Os08t0152100-00	0
41	7	Os07t0448100-01	Os07t0448200-00	0
42	9	Os09t0479500-01	Os09t0479600-01	0
42	11	Os11t0227100-00	Os11t0227200-01	0
42	11	Os11t0229300-00	Os11t0229400-01	0
42	11	Os11t0229400-01	Os11t0229500-01	0
42	8	Os08t0260800-00	Os08t0261000-01	0
43	4	Os04t0202300-00	Os04t0202500-00	0
43	4	Os04t0475100-00	Os04t0475200-00	0
43	4	Os04t0654800-00	Os04t0655000-00	0
43	11	Os11t0133001-01	Os11t0133100-00	0
43	11	Os11t0133300-01	Os11t0133500-00	0
43	1	Os01t0668901-00	Os01t0669100-01	0
43	12	Os12t0130200-00	Os12t0130300-00	0
43	12	Os12t0130300-00	Os12t0130500-00	0
43	12	Os12t0130500-00	Os12t0130800-00	0
44	3	Os03t0155300-00	Os03t0155500-00	0
44	3	Os03t0155700-00	Os03t0155900-01	0
44	3	Os03t0155900-01	Os03t0156000-00	0
44	3	Os03t0156000-00	Os03t0156300-00	0
45	9	Os09t0502600-00	Os09t0502800-00	0
45	9	Os09t0502800-00	Os09t0502900-00	0
45	9	Os09t0506450-00	Os09t0506700-00	0
45	5	Os05t0531800-00	Os05t0532300-00	0
45	2	Os02t0105600-00	Os02t0105800-01	0
47	4	Os04t0474700-01	Os04t0474800-02	0
47	5	Os05t0366600-01	Os05t0366800-00	0
47	9	Os09t0490400-00	Os09t0491100-01	0
47	9	Os09t0511700-01	Os09t0511900-01	0
48	3	Os03t0663400-02	Os03t0663500-00	0
48	12	Os12t0569300-01	Os12t0569500-01	0
48	12	Os12t0628600-01	Os12t0629300-00	0
48	12	Os12t0629300-00	Os12t0629600-00	0
48	12	Os12t0629600-00	Os12t0629700-01	0
48	12	Os12t0629700-01	Os12t0630100-01	0
48	12	Os12t0630100-01	Os12t0630200-01	0
48	12	Os12t0630200-01	Os12t0630500-01	0
48	11	Os11t0703000-01	Os11t0703100-01	0
49	1	Os01t0602200-01	Os01t0602400-01	0
49	1	Os01t0628700-01	Os01t0628900-01	0
49	7	Os07t0635200-00	Os07t0635300-01	0
49	7	Os07t0635300-01	Os07t0635500-01	0
49	6	Os06t0191700-00	Os06t0191800-01	0
49	5	Os05t0405500-01	Os05t0405600-01	0
49	12	Os12t0118900-01	Os12t0119000-01	0
50	11	Os11t0306300-01	Os11t0306400-01	0
50	11	Os11t0306400-01	Os11t0307300-01	0
50	4	Os04t0175600-01	Os04t0175900-01	0
50	4	Os04t0175900-01	Os04t0176200-00	0
50	5	Os05t0515500-01	Os05t0515600-01	0
50	12	Os12t0441300-00	Os12t0441600-00	0
50	12	Os12t0444800-00	Os12t0445300-00	0
51	3	Os03t0139600-00	Os03t0140100-01	0
51	8	Os08t0262500-01	Os08t0263000-00	0
53	4	Os04t0207600-01	Os04t0208200-01	0
53	9	Os09t0564000-01	Os09t0564200-01	0
53	9	Os09t0564200-01	Os09t0564400-00	0
53	9	Os09t0564400-00	Os09t0564600-01	0
53	9	Os09t0564600-01	Os09t0564700-00	0
53	1	Os01t0613500-01	Os01t0613800-01	0
54	11	Os11t0641500-01	Os11t0641800-01	0
54	1	Os01t0842400-01	Os01t0842500-01	0
54	1	Os01t0850700-02	Os01t0850800-00	0
54	5	Os05t0458500-00	Os05t0458600-01	0
54	12	Os12t0258700-01	Os12t0259800-00	0
55	5	Os05t0328333-00	Os05t0328466-00	0
55	5	Os05t0328466-00	Os05t0328632-00	0
55	5	Os05t0328632-00	Os05t0328800-00	0
55	5	Os05t0328800-00	Os05t0328901-00	0
55	5	Os05t0328901-00	Os05t0329001-00	0
55	5	Os05t0329300-02	Os05t0329350-00	0
55	5	Os05t0329350-00	Os05t0329400-00	0
55	5	Os05t0329400-00	Os05t0329700-01	0
55	5	Os05t0329700-01	Os05t0329200-00	0
55	5	Os05t0329200-00	Os05t0330150-00	0
55	5	Os05t0330150-00	Os05t0330600-00	0
55	5	Os05t0331366-00	Os05t0331532-01	0
55	5	Os05t0331532-01	Os05t0331800-01	0
55	12	Os12t0269100-01	Os12t0269200-01	0
55	12	Os12t0269200-01	Os12t0269600-00	0
55	12	Os12t0269600-00	Os12t0269700-01	0
55	7	Os07t0206400-01	Os07t0206500-00	0
55	7	Os07t0219250-00	Os07t0219300-01	0
55	7	Os07t0219300-01	Os07t0219400-01	0
55	7	Os07t0219400-01	Os07t0220000-01	0
56	2	Os02t0472500-00	Os02t0472566-00	0
56	2	Os02t0786500-01	Os02t0786900-01	0
56	2	Os02t0786900-01	Os02t0787000-00	0
56	4	Os04t0289500-00	Os04t0289600-01	0
56	4	Os04t0289600-01	Os04t0289700-00	0
56	7	Os07t0124900-01	Os07t0125000-02	0
56	7	Os07t0125000-02	Os07t0125201-00	0
56	7	Os07t0125201-00	Os07t0125500-01	0
56	7	Os07t0125500-01	Os07t0125600-02	0
56	7	Os07t0125600-02	Os07t0126100-00	0
56	7	Os07t0126100-00	Os07t0126301-01	0
56	7	Os07t0126301-01	Os07t0126401-02	0
56	7	Os07t0126401-02	Os07t0126500-00	0
56	7	Os07t0126500-00	Os07t0127500-01	0
56	7	Os07t0127500-01	Os07t0127600-01	0
56	7	Os07t0127900-00	Os07t0128800-00	0
56	7	Os07t0129200-01	Os07t0129300-00	0
56	7	Os07t0243800-00	Os07t0244100-00	0
57	3	Os03t0290900-01	Os03t0291200-01	0
58	10	Os10t0137700-01	Os10t0138000-00	0
58	10	Os10t0144800-00	Os10t0145000-01	0
58	10	Os10t0145100-02	Os10t0145200-01	0
58	7	Os07t0122900-01	Os07t0123000-01	0
58	8	Os08t0299600-01	Os08t0299700-00	0
59	11	Os11t0187500-02	Os11t0187600-01	0
60	2	Os02t0721100-01	Os02t0721200-00	0
61	4	Os04t0679000-00	Os04t0679050-00	0
62	4	Os04t0371000-00	Os04t0371100-00	0
62	9	Os09t0471550-01	Os09t0471600-01	0
62	9	Os09t0471600-01	Os09t0471800-01	0
63	10	Os10t0349300-01	Os10t0349400-00	0
63	10	Os10t0349400-00	Os10t0349600-00	0
63	10	Os10t0349600-00	Os10t0349900-01	0
63	10	Os10t0551700-01	Os10t0551800-00	0
63	10	Os10t0551800-00	Os10t0551900-01	0
63	10	Os10t0551900-01	Os10t0552200-01	0
63	10	Os10t0552600-01	Os10t0552700-01	0
63	10	Os10t0552700-01	Os10t0552800-01	0
63	3	Os03t0103100-01	Os03t0103200-01	0
63	3	Os03t0103200-01	Os03t0103300-01	0
63	4	Os04t0554500-00	Os04t0554600-00	0
63	4	Os04t0554600-00	Os04t0554800-01	0
63	2	Os02t0662000-01	Os02t0662100-01	0
64	3	Os03t0574900-01	Os03t0575200-01	0
65	6	Os06t0526700-00	Os06t0526800-00	0
66	2	Os02t0574000-01	Os02t0574100-01	0
66	4	Os04t0452700-01	Os04t0453200-01	0
67	7	Os07t0107100-01	Os07t0107300-01	0
67	7	Os07t0617100-01	Os07t0617500-00	0
67	11	Os11t0178800-01	Os11t0179000-01	0
67	11	Os11t0179000-01	Os11t0179400-00	0
67	11	Os11t0179400-00	Os11t0179500-00	0
67	11	Os11t0179500-00	Os11t0179700-00	0
67	11	Os11t0179700-00	Os11t0180000-01	0
67	11	Os11t0214100-00	Os11t0214400-01	0
67	11	Os11t0214400-01	Os11t0214700-00	0
67	11	Os11t0214700-00	Os11t0214900-00	0
67	11	Os11t0214900-00	Os11t0215100-01	0
68	1	Os01t0113700-00	Os01t0113800-01	0
68	1	Os01t0114600-00	Os01t0114700-00	0
68	1	Os01t0115600-01	Os01t0115700-00	0
68	1	Os01t0117500-00	Os01t0117600-01	0
68	1	Os01t0136900-00	Os01t0137400-00	0
68	1	Os01t0138300-02	Os01t0138400-01	0
69	4	Os04t0604800-00	Os04t0604900-01	0
69	8	Os08t0240500-00	Os08t0240566-00	0
70	7	Os07t0663500-00	Os07t0663600-01	0
70	7	Os07t0663800-01	Os07t0663900-00	0
70	7	Os07t0663900-00	Os07t0664000-00	0
70	7	Os07t0664200-01	Os07t0664400-01	0
70	7	Os07t0664400-01	Os07t0664500-01	0
70	7	Os07t0664500-01	Os07t0664600-01	0
70	7	Os07t0664900-00	Os07t0665000-00	0
71	11	Os11t0700900-02	Os11t0701000-01	0
71	11	Os11t0701000-01	Os11t0701100-01	0
71	11	Os11t0701200-01	Os11t0701400-01	0
71	11	Os11t0701400-01	Os11t0701500-01	0
71	11	Os11t0701500-01	Os11t0701600-00	0
71	11	Os11t0701800-01	Os11t0701900-01	0
71	11	Os11t0702100-01	Os11t0702200-01	0
71	8	Os08t0518800-01	Os08t0518900-01	0
72	2	Os02t0492900-01	Os02t0493050-00	0
72	2	Os02t0493300-01	Os02t0494000-00	0
72	2	Os02t0494000-00	Os02t0494400-01	0
72	9	Os09t0123500-01	Os09t0124100-00	0
72	3	Os03t0680200-00	Os03t0680300-00	0
72	3	Os03t0680300-00	Os03t0680400-00	0
72	3	Os03t0680566-00	Os03t0680600-00	0
73	11	Os11t0141100-00	Os11t0141333-00	0
73	12	Os12t0137600-00	Os12t0137700-01	0
73	8	Os08t0239900-00	Os08t0240000-02	0
73	8	Os08t0514600-00	Os08t0515000-00	0
74	7	Os07t0192700-01	Os07t0192800-01	0
