family_id	chr	gene1	gene2	spacers
1	3	Os03t0264300-00	Os03t0269300-01	65
1	3	Os03t0269300-01	Os03t0274800-01	43
1	3	Os03t0274800-01	Os03t0283900-01	95
1	3	Os03t0283900-01	Os03t0364400-02	643
1	3	Os03t0364400-02	Os03t0407900-01	280
1	3	Os03t0407900-01	Os03t0426300-00	112
1	3	Os03t0426300-00	Os03t0642600-00	523
1	3	Os03t0642600-00	Os03t0719850-00	588
1	3	Os03t0719850-00	Os03t0821900-01	933
1	3	Os03t0821900-01	Os03t0825300-03	41
1	3	Os03t0825800-01	Os03t0844100-01	169
1	2	Os02t0106900-01	Os02t0110600-02	31
1	2	Os02t0110600-02	Os02t0118200-01	65
1	2	Os02t0118200-01	Os02t0156000-00	349
1	2	Os02t0156000-00	Os02t0165100-01	87
1	2	Os02t0165100-01	Os02t0186500-02	197
1	2	Os02t0186500-02	Os02t0215900-01	270
1	2	Os02t0215900-01	Os02t0218600-00	29
1	2	Os02t0218600-00	Os02t0227500-00	63
1	2	Os02t0227500-00	Os02t0472700-00	733
1	2	Os02t0472700-00	Os02t0513000-01	175
1	2	Os02t0513000-01	Os02t0549200-01	229
1	2	Os02t0549200-01	Os02t0553000-01	34
1	2	Os02t0553000-01	Os02t0565500-01	98
1	2	Os02t0565500-01	Os02t0639100-00	589
1	2	Os02t0639100-00	Os02t0648100-01	65
1	2	Os02t0648100-01	Os02t0650500-01	12
1	2	Os02t0650500-01	Os02t0655800-01	41
1	2	Os02t0655800-01	Os02t0665500-01	79
1	2	Os02t0665500-01	Os02t0670100-00	40
1	2	Os02t0670100-00	Os02t0681700-01	71
1	2	Os02t0681700-01	Os02t0710500-01	237
1	2	Os02t0710500-01	Os02t0777400-01	586
1	2	Os02t0777400-01	Os02t0819600-01	413
1	2	Os02t0819600-01	Os02t0821400-01	20
1	2	Os02t0821400-01	Os02t0833000-01	148
1	5	Os05t0100700-02	Os05t0110900-01	104
1	5	Os05t0110900-01	Os05t0125300-00	129
1	5	Os05t0125400-00	Os05t0135800-01	87
1	5	Os05t0135800-01	Os05t0207700-01	518
1	5	Os05t0207700-01	Os05t0231100-00	119
1	5	Os05t0231100-00	Os05t0319700-01	325
1	5	Os05t0319700-01	Os05t0371600-01	284
1	5	Os05t0372100-01	Os05t0398800-01	177
1	5	Os05t0398800-01	Os05t0436100-00	259
1	5	Os05t0436100-00	Os05t0463000-01	204
1	5	Os05t0463000-01	Os05t0498900-01	282
1	5	Os05t0498900-01	Os05t0550700-00	434
1	5	Os05t0550700-00	Os05t0591800-00	388
1	12	Os12t0108100-01	Os12t0121100-01	106
1	12	Os12t0121100-01	Os12t0249900-01	744
1	12	Os12t0249900-01	Os12t0499700-00	527
1	12	Os12t0500400-00	Os12t0614851-00	698
1	12	Os12t0614851-00	Os12t0640700-01	198
1	6	Os06t0142650-00	Os06t0151700-01	82
1	6	Os06t0151700-01	Os06t0166900-01	128
1	6	Os06t0166900-01	Os06t0168800-01	19
1	6	Os06t0168800-01	Os06t0202900-01	270
1	6	Os06t0202900-01	Os06t0241100-01	286
1	6	Os06t0241100-01	Os06t0283300-01	201
1	6	Os06t0283300-01	Os06t0288100-01	29
1	6	Os06t0288100-01	Os06t0496800-01	475
1	6	Os06t0496800-01	Os06t0575000-00	376
1	6	Os06t0575000-00	Os06t0589600-01	52
1	6	Os06t0589600-01	Os06t0654600-00	452
1	6	Os06t0654600-00	Os06t0663200-01	62
1	6	Os06t0663900-03	Os06t0676600-01	84
1	6	Os06t0676600-01	Os06t0689600-01	100
1	6	Os06t0690200-01	Os06t0693000-01	21
1	6	Os06t0693200-01	Os06t0703000-01	107
1	6	Os06t0703000-01	Os06t0706600-00	47
1	6	Os06t0706600-00	Os06t0714900-02	82
1	6	Os06t0714900-02	Os06t0727400-01	121
1	8	Os08t0138700-01	Os08t0176200-01	241
1	8	Os08t0176200-01	Os08t0179000-01	24
1	8	Os08t0179000-01	Os08t0200500-01	127
1	8	Os08t0200500-01	Os08t0249100-01	244
1	8	Os08t0249100-01	Os08t0285600-01	131
1	8	Os08t0285600-01	Os08t0331900-01	160
1	8	Os08t0331900-01	Os08t0343000-01	49
1	8	Os08t0343000-01	Os08t0365500-00	85
1	8	Os08t0365500-00	Os08t0376600-01	57
1	8	Os08t0376600-01	Os08t0378300-00	12
1	8	Os08t0378300-00	Os08t0457400-01	451
1	8	Os08t0457400-01	Os08t0501600-00	313
1	7	Os07t0132500-01	Os07t0137800-00	31
1	7	Os07t0137800-00	Os07t0141100-01	15
1	7	Os07t0141100-01	Os07t0159700-00	111
1	7	Os07t0159700-00	Os07t0248600-00	557
1	7	Os07t0248600-00	Os07t0262800-01	63
1	7	Os07t0262800-01	Os07t0301500-00	144
1	7	Os07t0301500-00	Os07t0495150-00	394
1	7	Os07t0495150-00	Os07t0538400-01	305
1	7	Os07t0538400-01	Os07t0613500-01	602
1	7	Os07t0613500-01	Os07t0668900-02	465
1	7	Os07t0668900-02	Os07t0686800-01	156
1	7	Os07t0686800-01	Os07t0695300-01	83
1	4	Os04t0113100-00	Os04t0135400-00	102
1	4	Os04t0138800-00	Os04t0177000-00	124
1	4	Os04t0177000-00	Os04t0197200-01	87
1	4	Os04t0197200-01	Os04t0213800-00	71
1	4	Os04t0213800-00	Os04t0307900-00	269
1	4	Os04t0308100-01	Os04t0369066-00	199
1	4	Os04t0372100-00	Os04t0393900-01	122
1	4	Os04t0393900-01	Os04t0430000-01	239
1	4	Os04t0430400-01	Os04t0465900-00	340
1	4	Os04t0465900-00	Os04t0509000-01	378
1	4	Os04t0509000-01	Os04t0517700-01	67
1	4	Os04t0517700-01	Os04t0534200-01	143
1	4	Os04t0534200-01	Os04t0540900-01	43
1	4	Os04t0540900-01	Os04t0543000-01	12
1	4	Os04t0543000-01	Os04t0563900-00	169
1	4	Os04t0563900-00	Os04t0584100-01	164
1	4	Os04t0584100-01	Os04t0616200-01	296
1	4	Os04t0616600-01	Os04t0619400-01	30
1	4	Os04t0619400-01	Os04t0654600-01	333
1	4	Os04t0655300-01	Os04t0658700-00	22
1	4	Os04t0658700-00	Os04t0679200-01	218
1	9	Os09t0123300-01	Os09t0314800-00	402
1	9	Os09t0314800-00	Os09t0341100-00	115
1	9	Os09t0341100-00	Os09t0349100-00	38
1	9	Os09t0351700-00	Os09t0361100-01	32
1	9	Os09t0361100-01	Os09t0375600-01	85
1	9	Os09t0375600-01	Os09t0408900-00	168
1	9	Os09t0408900-00	Os09t0442100-01	248
1	9	Os09t0442100-01	Os09t0471400-01	225
1	9	Os09t0471400-01	Os09t0511000-02	333
1	9	Os09t0511000-02	Os09t0513600-01	23
1	9	Os09t0513600-01	Os09t0531701-00	166
1	9	Os09t0531701-00	Os09t0533600-01	19
1	9	Os09t0533600-01	Os09t0570000-01	327
1	9	Os09t0570100-01	Os09t0572600-01	35
1	11	Os11t0108800-00	Os11t0121400-01	105
1	11	Os11t0121400-01	Os11t0172350-00	375
1	11	Os11t0172350-00	Os11t0212300-00	255
1	11	Os11t0213000-01	Os11t0225000-01	65
1	11	Os11t0226201-00	Os11t0249900-01	128
1	11	Os11t0249900-01	Os11t0274100-00	97
1	11	Os11t0274700-01	Os11t0441900-01	233
1	11	Os11t0445300-01	Os11t0549300-00	388
1	11	Os11t0549300-00	Os11t0555600-01	38
1	11	Os11t0555600-01	Os11t0607900-01	281
1	11	Os11t0608700-00	Os11t0616100-00	29
1	11	Os11t0618300-01	Os11t0644000-00	122
1	11	Os11t0644000-00	Os11t0664000-01	96
1	11	Os11t0669200-00	Os11t0681400-00	48
1	11	Os11t0681400-00	Os11t0691100-00	53
1	10	Os10t0103140-00	Os10t0104800-01	13
1	10	Os10t0104800-01	Os10t0116600-00	66
1	10	Os10t0116600-00	Os10t0200000-02	438
1	10	Os10t0200000-02	Os10t0326200-00	75
1	10	Os10t0326900-00	Os10t0395000-01	283
1	10	Os10t0395000-01	Os10t0405100-02	50
1	10	Os10t0405100-02	Os10t0431900-02	164
1	10	Os10t0431900-02	Os10t0442800-01	70
1	10	Os10t0442800-01	Os10t0497600-02	389
1	10	Os10t0497600-02	Os10t0516200-00	148
1	10	Os10t0516200-00	Os10t0533150-00	129
1	10	Os10t0533150-00	Os10t0571300-01	340
2	9	Os09t0251500-01	Os09t0327200-00	322
2	9	Os09t0327200-00	Os09t0407800-01	375
2	9	Os09t0407800-01	Os09t0411600-01	18
2	9	Os09t0411600-01	Os09t0412900-01	12
2	9	Os09t0413300-00	Os09t0474051-01	470
2	9	Os09t0474051-01	Os09t0520300-00	402
2	9	Os09t0520300-00	Os09t0555400-01	302
2	9	Os09t0555400-01	Os09t0573000-01	183
2	1	Os01t0101150-00	Os01t0176300-00	674
2	1	Os01t0176300-00	Os01t0197450-00	183
2	1	Os01t0197450-00	Os01t0205200-01	54
2	1	Os01t0205200-01	Os01t0299200-00	703
2	1	Os01t0299200-00	Os01t0355100-01	273
2	1	Os01t0355100-01	Os01t0357800-01	20
2	1	Os01t0357800-01	Os01t0374200-00	104
2	1	Os01t0374200-00	Os01t0390600-01	62
2	1	Os01t0390600-01	Os01t0514450-00	109
2	1	Os01t0514450-00	Os01t0545900-00	146
2	1	Os01t0545900-00	Os01t0589900-00	279
2	1	Os01t0589900-00	Os01t0600400-01	62
2	1	Os01t0600400-01	Os01t0607800-01	57
2	1	Os01t0607800-01	Os01t0651100-01	314
2	1	Os01t0651100-01	Os01t0715700-00	535
2	1	Os01t0715900-01	Os01t0737900-01	207
2	1	Os01t0737900-01	Os01t0754700-01	144
2	1	Os01t0754700-01	Os01t0764950-01	100
2	1	Os01t0764950-01	Os01t0800400-01	269
2	1	Os01t0800400-01	Os01t0814300-01	104
2	1	Os01t0814300-01	Os01t0815900-01	11
2	1	Os01t0815900-01	Os01t0818200-01	20
2	1	Os01t0818200-01	Os01t0819800-01	19
2	1	Os01t0819800-01	Os01t0839400-00	168
2	1	Os01t0839400-00	Os01t0848300-01	76
2	1	Os01t0848300-01	Os01t0880900-01	319
2	1	Os01t0880900-01	Os01t0884800-00	34
2	1	Os01t0884800-00	Os01t0912900-01	232
2	1	Os01t0914600-01	Os01t0959600-00	436
2	1	Os01t0959600-00	Os01t0977400-01	162
2	6	Os06t0112000-01	Os06t0114366-00	27
2	6	Os06t0114366-00	Os06t0125600-01	84
2	6	Os06t0125600-01	Os06t0143500-00	190
2	6	Os06t0143500-00	Os06t0185700-01	359
2	6	Os06t0185800-01	Os06t0216400-01	233
2	6	Os06t0216400-01	Os06t0228900-00	88
2	6	Os06t0228900-00	Os06t0231100-00	14
2	6	Os06t0231400-01	Os06t0493801-00	769
2	6	Os06t0493801-00	Os06t0506100-01	64
2	6	Os06t0506100-01	Os06t0597500-01	428
2	6	Os06t0597500-01	Os06t0611200-00	108
2	6	Os06t0611200-00	Os06t0625800-01	89
2	6	Os06t0625800-01	Os06t0694300-00	507
2	6	Os06t0694300-00	Os06t0700100-01	62
2	6	Os06t0700100-01	Os06t0705300-01	62
2	7	Os07t0113500-00	Os07t0163900-00	322
2	7	Os07t0163900-00	Os07t0172600-00	60
2	7	Os07t0172600-00	Os07t0191500-01	150
2	7	Os07t0191500-01	Os07t0203900-00	69
2	7	Os07t0203900-00	Os07t0239600-01	193
2	7	Os07t0239600-01	Os07t0244400-01	27
2	7	Os07t0244400-01	Os07t0259400-00	71
2	7	Os07t0260000-00	Os07t0299800-01	146
2	7	Os07t0299800-01	Os07t0436600-00	130
2	7	Os07t0436600-00	Os07t0578800-00	915
2	7	Os07t0578800-00	Os07t0588100-00	77
2	7	Os07t0588100-00	Os07t0635800-00	374
2	7	Os07t0636900-01	Os07t0662700-01	210
2	7	Os07t0662700-01	Os07t0670000-01	70
2	3	Os03t0158900-00	Os03t0168550-00	103
2	3	Os03t0169300-01	Os03t0185200-01	147
2	3	Os03t0185200-01	Os03t0216400-01	286
2	3	Os03t0216400-01	Os03t0235200-01	157
2	3	Os03t0235200-01	Os03t0241800-00	60
2	3	Os03t0241800-00	Os03t0271300-01	267
2	3	Os03t0271300-01	Os03t0283500-01	110
2	3	Os03t0283500-01	Os03t0314400-01	279
2	3	Os03t0314400-01	Os03t0317100-01	13
2	3	Os03t0317100-01	Os03t0369700-01	393
2	3	Os03t0369700-01	Os03t0396200-01	181
2	3	Os03t0396200-01	Os03t0441400-01	258
2	3	Os03t0441400-01	Os03t0582100-01	151
2	3	Os03t0582100-01	Os03t0624800-01	202
2	3	Os03t0624800-01	Os03t0635000-00	38
2	3	Os03t0635000-00	Os03t0644200-01	59
2	3	Os03t0644200-01	Os03t0701400-01	413
2	3	Os03t0701400-01	Os03t0735200-01	297
2	3	Os03t0735200-01	Os03t0743200-01	63
2	3	Os03t0743200-01	Os03t0775400-01	286
2	3	Os03t0775400-01	Os03t0781100-00	37
2	3	Os03t0781100-00	Os03t0795200-01	142
2	3	Os03t0795200-01	Os03t0807400-01	129
2	3	Os03t0807400-01	Os03t0816600-01	82
2	3	Os03t0816600-01	Os03t0821700-01	49
2	3	Os03t0821700-01	Os03t0844000-01	216
2	3	Os03t0844000-01	Os03t0849700-01	43
2	3	Os03t0849700-01	Os03t0852000-01	35
2	3	Os03t0852700-01	Os03t0861900-01	91
2	11	Os11t0109600-00	Os11t0114800-00	49
2	11	Os11t0114800-00	Os11t0131400-00	105
2	11	Os11t0131400-00	Os11t0213500-01	576
2	11	Os11t0213500-01	Os11t0256100-00	224
2	11	Os11t0256100-00	Os11t0275400-01	78
2	11	Os11t0275400-01	Os11t0433101-00	194
2	11	Os11t0433101-00	Os11t0482400-01	167
2	11	Os11t0483950-00	Os11t0583200-01	429
2	11	Os11t0583200-01	Os11t0587100-00	18
2	11	Os11t0587100-00	Os11t0661000-01	380
2	11	Os11t0661000-01	Os11t0673000-00	49
2	11	Os11t0673000-00	Os11t0680200-00	28
2	12	Os12t0109300-01	Os12t0114400-01	45
2	12	Os12t0114400-01	Os12t0128200-01	100
2	12	Os12t0128200-01	Os12t0130900-01	19
2	12	Os12t0130900-01	Os12t0156900-00	199
2	12	Os12t0156900-00	Os12t0163600-01	47
2	12	Os12t0163600-01	Os12t0181900-01	119
2	12	Os12t0181900-01	Os12t0233200-00	230
2	12	Os12t0233200-00	Os12t0270200-01	153
2	12	Os12t0270200-01	Os12t0289800-00	98
2	12	Os12t0289800-00	Os12t0490100-01	326
2	12	Os12t0490100-01	Os12t0552300-00	279
2	10	Os10t0400250-00	Os10t0442700-02	256
2	10	Os10t0444500-00	Os10t0477200-01	207
2	10	Os10t0477200-01	Os10t0488900-01	91
2	10	Os10t0488900-01	Os10t0540100-01	414
2	10	Os10t0540100-01	Os10t0558600-00	150
2	8	Os08t0112400-01	Os08t0131000-02	169
2	8	Os08t0131000-02	Os08t0138600-01	53
2	8	Os08t0138600-01	Os08t0153600-00	72
2	8	Os08t0153600-00	Os08t0162200-01	78
2	8	Os08t0162200-01	Os08t0238100-00	426
2	8	Os08t0238100-00	Os08t0340900-01	397
2	8	Os08t0340900-01	Os08t0375800-01	141
2	8	Os08t0375800-01	Os08t0434000-01	332
2	8	Os08t0434000-01	Os08t0481000-01	286
2	8	Os08t0481000-01	Os08t0494350-00	108
2	8	Os08t0494350-00	Os08t0500600-01	48
2	8	Os08t0500600-01	Os08t0511000-01	79
2	8	Os08t0511000-01	Os08t0538800-01	257
2	2	Os02t0106300-01	Os02t0116100-00	79
2	2	Os02t0116100-00	Os02t0126500-01	116
2	2	Os02t0126500-01	Os02t0164600-01	336
2	2	Os02t0164600-01	Os02t0167200-01	16
2	2	Os02t0167200-01	Os02t0191200-00	231
2	2	Os02t0191200-00	Os02t0290000-01	681
2	2	Os02t0290000-01	Os02t0468800-01	349
2	2	Os02t0468800-01	Os02t0529900-01	323
2	2	Os02t0529900-01	Os02t0552100-01	131
2	2	Os02t0552100-01	Os02t0555100-01	21
2	2	Os02t0555100-01	Os02t0625100-00	572
2	2	Os02t0625100-00	Os02t0670700-01	346
2	2	Os02t0670700-01	Os02t0680500-01	60
2	2	Os02t0680500-01	Os02t0697500-02	115
2	2	Os02t0697500-02	Os02t0730900-00	311
2	2	Os02t0730900-00	Os02t0735800-01	43
2	2	Os02t0735800-01	Os02t0769900-01	285
2	2	Os02t0769900-01	Os02t0818800-01	473
2	2	Os02t0818800-01	Os02t0830000-01	143
2	2	Os02t0830000-01	Os02t0833050-00	40
2	4	Os04t0110500-02	Os04t0118700-00	53
2	4	Os04t0118700-00	Os04t0174800-01	192
2	4	Os04t0174800-01	Os04t0218100-01	177
2	4	Os04t0218100-01	Os04t0221300-01	19
2	4	Os04t0221300-01	Os04t0401200-00	637
2	4	Os04t0401200-00	Os04t0414800-00	98
2	4	Os04t0414800-00	Os04t0432800-00	117
2	4	Os04t0432800-00	Os04t0436800-01	30
2	4	Os04t0436800-01	Os04t0463800-01	261
2	4	Os04t0463800-01	Os04t0469400-01	41
2	4	Os04t0469400-01	Os04t0488200-00	173
2	4	Os04t0488200-00	Os04t0514500-01	229
2	4	Os04t0514500-01	Os04t0602600-01	710
2	4	Os04t0602600-01	Os04t0628200-01	269
2	4	Os04t0628200-01	Os04t0672700-01	417
2	4	Os04t0672700-01	Os04t0676200-01	41
2	4	Os04t0676200-01	Os04t0686500-01	115
2	5	Os05t0107000-01	Os05t0112900-01	53
2	5	Os05t0112900-01	Os05t0153400-01	364
2	5	Os05t0153400-01	Os05t0212100-01	387
2	5	Os05t0212100-01	Os05t0271900-01	216
2	5	Os05t0271900-01	Os05t0305300-00	132
2	5	Os05t0307200-00	Os05t0313600-00	24
2	5	Os05t0313600-00	Os05t0370000-01	304
2	5	Os05t0370000-01	Os05t0409800-00	274
2	5	Os05t0409800-00	Os05t0439300-01	203
2	5	Os05t0439300-01	Os05t0455900-01	109
2	5	Os05t0455900-01	Os05t0572900-01	1001
2	5	Os05t0572900-01	Os05t0574800-00	21
2	5	Os05t0574800-00	Os05t0581300-00	51
2	5	Os05t0581300-00	Os05t0586900-01	55
3	2	Os02t0111800-02	Os02t0116700-01	40
3	2	Os02t0116700-01	Os02t0153100-00	343
3	2	Os02t0157200-00	Os02t0194400-02	355
3	2	Os02t0194400-02	Os02t0210700-01	149
3	2	Os02t0211900-00	Os02t0215500-01	25
3	2	Os02t0216000-00	Os02t0227700-01	93
3	2	Os02t0228300-01	Os02t0231700-00	20
3	2	Os02t0231700-00	Os02t0277700-01	268
3	2	Os02t0277700-01	Os02t0515125-00	628
3	2	Os02t0515125-00	Os02t0603100-01	652
3	2	Os02t0603100-01	Os02t0609900-00	52
3	2	Os02t0610000-00	Os02t0615500-01	55
3	2	Os02t0615800-01	Os02t0629400-01	104
3	2	Os02t0629400-01	Os02t0635600-01	46
3	4	Os04t0122200-00	Os04t0132500-02	43
3	4	Os04t0132500-02	Os04t0226800-00	351
3	4	Os04t0227200-00	Os04t0457800-01	1052
3	4	Os04t0457800-01	Os04t0472500-00	134
3	4	Os04t0472500-00	Os04t0576900-01	875
3	4	Os04t0576900-01	Os04t0618700-01	383
3	4	Os04t0618700-01	Os04t0647900-01	273
3	4	Os04t0648400-00	Os04t0672100-01	233
3	1	Os01t0153000-00	Os01t0170300-01	134
3	1	Os01t0170300-01	Os01t0239700-01	609
3	1	Os01t0239700-01	Os01t0515300-01	968
3	1	Os01t0515300-01	Os01t0523100-00	35
3	1	Os01t0523100-00	Os01t0718300-01	1381
3	1	Os01t0718300-01	Os01t0742400-02	225
3	1	Os01t0742400-02	Os01t0821900-01	648
3	1	Os01t0821900-01	Os01t0878300-01	522
3	1	Os01t0878300-01	Os01t0917500-01	342
3	1	Os01t0917500-01	Os01t0957100-01	379
3	7	Os07t0107800-01	Os07t0121200-00	112
3	7	Os07t0121200-00	Os07t0134200-01	86
3	7	Os07t0134200-01	Os07t0145400-01	62
3	7	Os07t0145400-01	Os07t0152200-01	35
3	7	Os07t0152200-01	Os07t0207100-01	395
3	7	Os07t0207100-01	Os07t0251900-01	230
3	7	Os07t0251900-01	Os07t0498400-00	609
3	7	Os07t0498400-00	Os07t0597200-02	757
3	7	Os07t0597200-02	Os07t0602700-01	40
3	7	Os07t0602700-01	Os07t0626500-01	195
3	3	Os03t0127700-02	Os03t0145102-00	164
3	3	Os03t0145102-00	Os03t0228800-01	779
3	3	Os03t0228800-01	Os03t0320800-02	807
3	3	Os03t0320800-02	Os03t0335500-02	124
3	3	Os03t0335500-02	Os03t0400800-00	457
3	3	Os03t0400800-00	Os03t0756200-01	1582
3	3	Os03t0756200-01	Os03t0773700-01	149
3	6	Os06t0130100-02	Os06t0179800-01	437
3	6	Os06t0179800-01	Os06t0185966-00	58
3	6	Os06t0186300-00	Os06t0203800-01	136
3	6	Os06t0203800-01	Os06t0274500-01	446
3	6	Os06t0274500-01	Os06t0557100-01	807
3	6	Os06t0557700-01	Os06t0581500-01	123
3	6	Os06t0589800-01	Os06t0667000-01	547
3	6	Os06t0667000-01	Os06t0691800-01	175
3	6	Os06t0692600-01	Os06t0717200-01	274
3	11	Os11t0173900-00	Os11t0208900-01	212
3	11	Os11t0208900-01	Os11t0232100-01	146
3	11	Os11t0233800-01	Os11t0490200-00	582
3	11	Os11t0490200-00	Os11t0559200-00	298
3	11	Os11t0559200-00	Os11t0568800-00	28
3	11	Os11t0570000-01	Os11t0625900-01	303
3	11	Os11t0628000-00	Os11t0691800-01	310
3	10	Os10t0114400-01	Os10t0155700-00	234
3	10	Os10t0155800-01	Os10t0336300-00	325
3	10	Os10t0337400-01	Os10t0360800-00	92
3	10	Os10t0360800-00	Os10t0374600-00	62
3	10	Os10t0375000-01	Os10t0467900-01	524
3	10	Os10t0469600-01	Os10t0527900-01	470
3	10	Os10t0527900-01	Os10t0531700-00	25
3	12	Os12t0182300-01	Os12t0498650-00	823
3	12	Os12t0498650-00	Os12t0620000-00	748
3	12	Os12t0620000-00	Os12t0632800-00	86
3	8	Os08t0174700-01	Os08t0247700-00	401
3	8	Os08t0248100-01	Os08t0266400-00	60
3	8	Os08t0266400-00	Os08t0322500-00	197
3	8	Os08t0322500-00	Os08t0342300-01	86
3	8	Os08t0342300-01	Os08t0376300-01	143
3	8	Os08t0376300-01	Os08t0446200-01	405
3	8	Os08t0446200-01	Os08t0493800-01	309
3	9	Os09t0293500-01	Os09t0326100-01	138
3	9	Os09t0326100-01	Os09t0423200-00	491
3	5	Os05t0170300-00	Os05t0414700-01	1248
3	5	Os05t0414700-01	Os05t0478300-01	461
3	5	Os05t0478300-01	Os05t0522600-01	363
3	5	Os05t0522600-01	Os05t0595800-00	679
4	6	Os06t0187500-00	Os06t0192100-00	38
4	6	Os06t0192100-00	Os06t0220500-01	206
4	6	Os06t0220500-01	Os06t0271000-00	300
4	6	Os06t0271000-00	Os06t0282000-01	51
4	6	Os06t0283100-00	Os06t0288300-01	32
4	6	Os06t0289900-01	Os06t0343600-01	264
4	6	Os06t0343600-01	Os06t0590700-01	644
4	6	Os06t0590800-00	Os06t0593200-01	11
4	5	Os05t0177800-00	Os05t0179950-00	17
4	5	Os05t0179950-00	Os05t0215300-01	218
4	5	Os05t0215300-01	Os05t0493600-00	1549
4	5	Os05t0493600-00	Os05t0499600-01	58
4	5	Os05t0500000-00	Os05t0526800-01	219
4	5	Os05t0527900-01	Os05t0552700-01	217
4	1	Os01t0176200-01	Os01t0179600-01	32
4	1	Os01t0179600-01	Os01t0597800-01	1961
4	1	Os01t0598000-00	Os01t0620800-01	178
4	1	Os01t0620800-01	Os01t0638000-01	118
4	1	Os01t0638600-00	Os01t0686200-01	380
4	1	Os01t0686300-01	Os01t0697100-01	93
4	1	Os01t0697100-01	Os01t0734600-01	326
4	1	Os01t0736300-01	Os01t0805400-01	569
4	1	Os01t0805500-00	Os01t0869400-01	553
4	3	Os03t0212000-00	Os03t0358800-00	1253
4	3	Os03t0358800-00	Os03t0666600-01	1132
4	3	Os03t0666600-01	Os03t0693600-00	192
4	3	Os03t0693600-00	Os03t0757100-00	550
4	3	Os03t0757600-01	Os03t0808200-00	477
4	3	Os03t0808200-00	Os03t0824600-00	159
4	3	Os03t0824600-00	Os03t0841600-01	151
4	9	Os09t0119600-01	Os09t0329200-00	498
4	9	Os09t0330000-00	Os09t0482900-01	950
4	9	Os09t0482900-01	Os09t0517900-01	296
4	7	Os07t0148200-01	Os07t0240600-01	583
4	7	Os07t0241800-01	Os07t0250100-00	49
4	7	Os07t0250100-00	Os07t0486700-00	542
4	7	Os07t0490100-02	Os07t0502900-00	85
4	7	Os07t0503900-01	Os07t0510400-02	38
4	7	Os07t0510500-01	Os07t0564100-01	387
4	7	Os07t0564100-01	Os07t0660500-00	809
4	4	Os04t0206700-01	Os04t0270900-00	160
4	4	Os04t0270900-00	Os04t0272700-04	12
4	4	Os04t0272700-04	Os04t0305700-01	108
4	4	Os04t0305700-01	Os04t0314100-00	41
4	4	Os04t0321100-00	Os04t0324100-01	11
4	4	Os04t0326201-00	Os04t0451200-01	722
4	4	Os04t0451200-01	Os04t0506000-01	480
4	4	Os04t0506000-01	Os04t0523600-01	141
4	4	Os04t0523600-01	Os04t0525100-01	12
4	4	Os04t0525100-01	Os04t0556400-01	258
4	4	Os04t0556600-01	Os04t0565200-01	65
4	11	Os11t0145200-01	Os11t0441500-01	999
4	11	Os11t0444000-01	Os11t0599200-01	657
4	10	Os10t0178500-01	Os10t0331600-00	197
4	10	Os10t0332300-00	Os10t0442400-01	539
4	2	Os02t0188000-01	Os02t0206100-01	181
4	2	Os02t0207400-00	Os02t0242100-01	237
4	2	Os02t0243300-01	Os02t0490500-02	715
4	2	Os02t0490500-02	Os02t0577700-00	554
